0	19.15	0
1	15.93	0.11
2	14.23	0.08
3	11.89	0.09
4	10.41	0.05
5	9.01	0.17
6	7.93	0.04
7	6.85	0.14
8	5.81	0.09
9	5.05	0.14
10	4.19	0.05
11	3.85	0
12	3.05	0.07
13	2.85	0
14	2.15	0
15	2.13	0.11
16	1.55	0
17	1.67	0.04
18	1.05	0
19	1.21	0.09
20	0.73	0.08
21	0.97	0.08
22	0.45	#DIV/0!
23	0.75	#DIV/0!

