# m h(m) T/T_c 
0.570000 5.277253 3.100000
0.580000 5.363057 3.100000
0.590000 5.449040 3.100000
0.600000 5.535142 3.100000
0.610000 5.621363 3.100000
0.620000 5.707703 3.100000
0.630000 5.794163 3.100000
0.640000 5.880741 3.100000
0.650000 5.967438 3.100000
0.660000 6.054255 3.100000
0.670000 6.141131 3.100000
0.680000 6.228126 3.100000
0.690000 6.315241 3.100000
0.700000 6.402415 3.100000
0.710000 6.489707 3.100000
0.720000 6.577060 3.100000
0.730000 6.664472 3.100000
0.740000 6.752003 3.100000
0.750000 6.839534 3.100000
0.760000 6.927184 3.100000
0.770000 7.014894 3.100000
0.780000 7.102663 3.100000
0.790000 7.190552 3.100000
0.800000 7.278440 3.100000
0.810000 7.366388 3.100000
0.820000 7.454396 3.100000
0.830000 7.542463 3.100000
0.840000 7.630589 3.100000
0.850000 7.718716 3.100000
0.860000 7.806962 3.100000
0.870000 7.895207 3.100000
0.880000 7.983512 3.100000
0.890000 8.071877 3.100000
0.900000 8.160242 3.100000
0.910000 8.248666 3.100000
0.920000 8.337150 3.100000
0.930000 8.425634 3.100000
0.940000 8.514177 3.100000
0.950000 8.602721 3.100000
0.960000 8.691324 3.100000
0.970000 8.779986 3.100000
0.980000 8.868649 3.100000
0.990000 8.957371 3.100000
1.000000 9.046093 3.100000
1.010000 9.134874 3.100000
1.020000 9.223656 3.100000
1.030000 9.312497 3.100000
1.040000 9.401338 3.100000
1.050000 9.490179 3.100000
1.060000 9.579080 3.100000
1.070000 9.667980 3.100000
1.080000 9.756941 3.100000
1.090000 9.845901 3.100000
1.100000 9.934861 3.100000
1.110000 10.023881 3.100000
1.120000 10.112900 3.100000
1.130000 10.201980 3.100000
1.140000 10.291059 3.100000
1.150000 10.380138 3.100000
1.160000 10.469218 3.100000
1.170000 10.558356 3.100000
1.180000 10.647495 3.100000
1.190000 10.736694 3.100000
1.200000 10.825832 3.100000
1.210000 10.915031 3.100000
1.220000 11.004229 3.100000
1.230000 11.093487 3.100000
1.240000 11.182686 3.100000
1.250000 11.271943 3.100000
1.260000 11.361261 3.100000
1.270000 11.450519 3.100000
1.280000 11.539836 3.100000
1.290000 11.629154 3.100000
1.300000 11.718471 3.100000
1.310000 11.807789 3.100000
1.320000 11.897166 3.100000
1.330000 11.986483 3.100000
1.340000 12.075860 3.100000
1.350000 12.165237 3.100000
1.360000 12.254674 3.100000
1.370000 12.344051 3.100000
1.380000 12.433487 3.100000
1.390000 12.522924 3.100000
1.400000 12.612361 3.100000
1.410000 12.701797 3.100000
1.420000 12.791234 3.100000
1.430000 12.880730 3.100000
1.440000 12.970166 3.100000
1.450000 13.059662 3.100000
1.460000 13.149159 3.100000
1.470000 13.238655 3.100000
1.480000 13.328210 3.100000
1.490000 13.417706 3.100000
1.500000 13.507262 3.100000
1.510000 13.596758 3.100000
1.520000 13.686314 3.100000
1.530000 13.775869 3.100000
1.540000 13.865425 3.100000
1.550000 13.954981 3.100000
1.560000 14.044596 3.100000
1.570000 14.134152 3.100000
1.580000 14.223767 3.100000
1.590000 14.313322 3.100000
1.600000 14.402938 3.100000
1.610000 14.492553 3.100000
1.620000 14.582168 3.100000
1.630000 14.671783 3.100000
1.640000 14.761458 3.100000
1.650000 14.851073 3.100000
1.660000 14.940688 3.100000
1.670000 15.030363 3.100000
1.680000 15.120038 3.100000
1.690000 15.209653 3.100000
1.700000 15.299328 3.100000
1.710000 15.389003 3.100000
1.720000 15.478677 3.100000
1.730000 15.568352 3.100000
1.740000 15.658027 3.100000
1.750000 15.747761 3.100000
1.760000 15.837436 3.100000
1.770000 15.927110 3.100000
1.780000 16.016845 3.100000
1.790000 16.106520 3.100000
1.800000 16.196254 3.100000
1.810000 16.285988 3.100000
1.820000 16.375722 3.100000
1.830000 16.465457 3.100000
1.840000 16.555191 3.100000
1.850000 16.644925 3.100000
1.860000 16.734660 3.100000
1.870000 16.824394 3.100000
1.880000 16.914128 3.100000
1.890000 17.003922 3.100000
1.900000 17.093656 3.100000
1.910000 17.183390 3.100000
1.920000 17.273184 3.100000
1.930000 17.362919 3.100000
1.940000 17.452712 3.100000
1.950000 17.542506 3.100000
1.960000 17.632300 3.100000
1.970000 17.722034 3.100000
1.980000 17.811828 3.100000
1.990000 17.901622 3.100000
2.000000 17.991416 3.100000
2.010000 18.081210 3.100000
2.020000 18.171004 3.100000
2.030000 18.260797 3.100000
2.040000 18.350651 3.100000
2.050000 18.440445 3.100000
2.060000 18.530238 3.100000
2.070000 18.620092 3.100000
2.080000 18.709886 3.100000
2.090000 18.799679 3.100000
2.100000 18.889533 3.100000
2.110000 18.979386 3.100000
2.120000 19.069180 3.100000
2.130000 19.159033 3.100000
2.140000 19.248827 3.100000
2.150000 19.338681 3.100000
2.160000 19.428534 3.100000
2.170000 19.518387 3.100000
2.180000 19.608241 3.100000
2.190000 19.698094 3.100000
2.200000 19.787947 3.100000
2.210000 19.877801 3.100000
2.220000 19.967654 3.100000
2.230000 20.057508 3.100000
2.240000 20.147361 3.100000
2.250000 20.237214 3.100000
2.260000 20.327068 3.100000
2.270000 20.416921 3.100000
2.280000 20.506834 3.100000
2.290000 20.596687 3.100000
2.300000 20.686541 3.100000
2.310000 20.776454 3.100000
2.320000 20.866307 3.100000
2.330000 20.956160 3.100000
2.340000 21.046073 3.100000
2.350000 21.135927 3.100000
2.360000 21.225840 3.100000
2.370000 21.315693 3.100000
2.380000 21.405606 3.100000
2.390000 21.495519 3.100000
2.400000 21.585372 3.100000
2.410000 21.675285 3.100000
2.420000 21.765198 3.100000
2.430000 21.855111 3.100000
2.440000 21.944964 3.100000
2.450000 22.034877 3.100000
2.460000 22.124790 3.100000
2.470000 22.214703 3.100000
2.480000 22.304616 3.100000
2.490000 22.394529 3.100000
2.500000 22.484442 3.100000
2.510000 22.574355 3.100000
2.520000 22.664268 3.100000
2.530000 22.754181 3.100000
2.540000 22.844094 3.100000
2.550000 22.934007 3.100000
2.560000 23.023919 3.100000
2.570000 23.113832 3.100000
2.580000 23.203745 3.100000
2.590000 23.293718 3.100000
2.600000 23.383631 3.100000
2.610000 23.473544 3.100000
2.620000 23.563457 3.100000
2.630000 23.653429 3.100000
2.640000 23.743342 3.100000
2.650000 23.833255 3.100000
2.660000 23.923227 3.100000
2.670000 24.013140 3.100000
2.680000 24.103053 3.100000
2.690000 24.193026 3.100000
2.700000 24.282939 3.100000
2.710000 24.372911 3.100000
2.720000 24.462824 3.100000
2.730000 24.552796 3.100000
2.740000 24.642709 3.100000
2.750000 24.732682 3.100000
2.760000 24.822595 3.100000
2.770000 24.912567 3.100000
2.780000 25.002540 3.100000
2.790000 25.092453 3.100000
2.800000 25.182425 3.100000
2.810000 25.272397 3.100000
2.820000 25.362310 3.100000
2.830000 25.452283 3.100000
2.840000 25.542255 3.100000
2.850000 25.632168 3.100000
2.860000 25.722141 3.100000
2.870000 25.812113 3.100000
2.880000 25.902086 3.100000
2.890000 25.992058 3.100000
2.900000 26.082031 3.100000
2.910000 26.171943 3.100000
2.920000 26.261916 3.100000
2.930000 26.351888 3.100000
2.940000 26.441861 3.100000
2.950000 26.531833 3.100000
2.960000 26.621806 3.100000
2.970000 26.711778 3.100000
2.980000 26.801751 3.100000
2.990000 26.891723 3.100000
3.000000 26.981696 3.100000
3.010000 27.071668 3.100000
3.020000 27.161641 3.100000
3.030000 27.251613 3.100000
3.040000 27.341586 3.100000
3.050000 27.431558 3.100000
3.060000 27.521530 3.100000
3.070000 27.611503 3.100000
3.080000 27.701475 3.100000
3.090000 27.791507 3.100000
3.100000 27.881480 3.100000
3.110000 27.971452 3.100000
3.120000 28.061425 3.100000
3.130000 28.151397 3.100000
3.140000 28.241370 3.100000
3.150000 28.331402 3.100000
3.160000 28.421374 3.100000
3.170000 28.511347 3.100000
3.180000 28.601319 3.100000
3.190000 28.691351 3.100000
3.200000 28.781324 3.100000
3.210000 28.871296 3.100000
3.220000 28.961328 3.100000
3.230000 29.051301 3.100000
3.240000 29.141273 3.100000
3.250000 29.231305 3.100000
3.260000 29.321278 3.100000
3.270000 29.411250 3.100000
3.280000 29.501282 3.100000
3.290000 29.591254 3.100000
3.300000 29.681286 3.100000
3.310000 29.771259 3.100000
3.320000 29.861231 3.100000
3.330000 29.951263 3.100000
3.340000 30.041236 3.100000
3.350000 30.131268 3.100000
3.360000 30.221240 3.100000
3.370000 30.311272 3.100000
3.380000 30.401245 3.100000
3.390000 30.491277 3.100000
3.400000 30.581249 3.100000
3.410000 30.671281 3.100000
3.420000 30.761254 3.100000
3.430000 30.851286 3.100000
3.440000 30.941258 3.100000
3.450000 31.031290 3.100000
3.460000 31.121322 3.100000
3.470000 31.211295 3.100000
3.480000 31.301327 3.100000
3.490000 31.391299 3.100000
3.500000 31.481331 3.100000
3.510000 31.571363 3.100000
3.520000 31.661336 3.100000
3.530000 31.751368 3.100000
3.540000 31.841400 3.100000
3.550000 31.931372 3.100000
3.560000 32.021404 3.100000
3.570000 32.111436 3.100000
3.580000 32.201409 3.100000
3.590000 32.291441 3.100000
3.600000 32.381473 3.100000
3.610000 32.471445 3.100000
3.620000 32.561477 3.100000
3.630000 32.651509 3.100000
3.640000 32.741541 3.100000
3.650000 32.831514 3.100000
3.660000 32.921546 3.100000
3.670000 33.011578 3.100000
3.680000 33.101610 3.100000
3.690000 33.191642 3.100000
3.700000 33.281614 3.100000
3.710000 33.371646 3.100000
3.720000 33.461678 3.100000
3.730000 33.551710 3.100000
3.740000 33.641742 3.100000
3.750000 33.731715 3.100000
3.760000 33.821747 3.100000
3.770000 33.911779 3.100000
3.780000 34.001811 3.100000
3.790000 34.091843 3.100000
3.800000 34.181875 3.100000
3.810000 34.271907 3.100000
3.820000 34.361939 3.100000
3.830000 34.451911 3.100000
3.840000 34.541943 3.100000
3.850000 34.631975 3.100000
3.860000 34.722007 3.100000
3.870000 34.812039 3.100000
3.880000 34.902071 3.100000
3.890000 34.992103 3.100000
3.900000 35.082135 3.100000
3.910000 35.172167 3.100000
3.920000 35.262199 3.100000
3.930000 35.352231 3.100000
3.940000 35.442263 3.100000
3.950000 35.532295 3.100000
3.960000 35.622327 3.100000
3.970000 35.712359 3.100000
3.980000 35.802391 3.100000
3.990000 35.892423 3.100000
4.000000 35.982455 3.100000
# m h(m) T/T_c 
0.010000 1.094039 3.500000
0.020000 1.178295 3.500000
0.030000 1.257311 3.500000
0.040000 1.333350 3.500000
0.050000 1.407722 3.500000
0.060000 1.481320 3.500000
0.070000 1.554560 3.500000
0.080000 1.627919 3.500000
0.090000 1.701636 3.500000
0.100000 1.776008 3.500000
0.110000 1.851034 3.500000
0.120000 1.926895 3.500000
0.130000 2.003708 3.500000
0.140000 2.081414 3.500000
0.150000 2.160132 3.500000
0.160000 2.239804 3.500000
0.170000 2.320487 3.500000
0.180000 2.402123 3.500000
0.190000 2.484712 3.500000
0.200000 2.568194 3.500000
0.210000 2.652569 3.500000
0.220000 2.737778 3.500000
0.230000 2.823821 3.500000
0.240000 2.910637 3.500000
0.250000 2.998168 3.500000
0.260000 3.086414 3.500000
0.270000 3.175374 3.500000
0.280000 3.264930 3.500000
0.290000 3.355081 3.500000
0.300000 3.445768 3.500000
0.310000 3.537050 3.500000
0.320000 3.628750 3.500000
0.330000 3.720985 3.500000
0.340000 3.813696 3.500000
0.350000 3.906765 3.500000
0.360000 4.000251 3.500000
0.370000 4.094094 3.500000
0.380000 4.188353 3.500000
0.390000 4.282851 3.500000
0.400000 4.377707 3.500000
0.410000 4.472859 3.500000
0.420000 4.568310 3.500000
0.430000 4.663999 3.500000
0.440000 4.759985 3.500000
0.450000 4.856150 3.500000
0.460000 4.952554 3.500000
0.470000 5.049136 3.500000
0.480000 5.145956 3.500000
0.490000 5.242955 3.500000
0.500000 5.340132 3.500000
0.510000 5.437488 3.500000
0.520000 5.535023 3.500000
0.530000 5.632677 3.500000
0.540000 5.730509 3.500000
0.550000 5.828460 3.500000
0.560000 5.926531 3.500000
0.570000 6.024721 3.500000
0.580000 6.123029 3.500000
0.590000 6.221517 3.500000
0.600000 6.320064 3.500000
0.610000 6.418670 3.500000
0.620000 6.517455 3.500000
0.630000 6.616300 3.500000
0.640000 6.715204 3.500000
0.650000 6.814228 3.500000
0.660000 6.913310 3.500000
0.670000 7.012512 3.500000
0.680000 7.111774 3.500000
0.690000 7.211095 3.500000
0.700000 7.310475 3.500000
0.710000 7.409975 3.500000
0.720000 7.509475 3.500000
0.730000 7.609094 3.500000
0.740000 7.708712 3.500000
0.750000 7.808391 3.500000
0.760000 7.908188 3.500000
0.770000 8.007985 3.500000
0.780000 8.107842 3.500000
0.790000 8.207759 3.500000
0.800000 8.307735 3.500000
0.810000 8.407711 3.500000
0.820000 8.507746 3.500000
0.830000 8.607841 3.500000
0.840000 8.707937 3.500000
0.850000 8.808151 3.500000
0.860000 8.908305 3.500000
0.870000 9.008579 3.500000
0.880000 9.108853 3.500000
0.890000 9.209127 3.500000
0.900000 9.309460 3.500000
0.910000 9.409853 3.500000
0.920000 9.510246 3.500000
0.930000 9.610698 3.500000
0.940000 9.711150 3.500000
0.950000 9.811603 3.500000
0.960000 9.912174 3.500000
0.970000 10.012686 3.500000
0.980000 10.113258 3.500000
0.990000 10.213829 3.500000
1.000000 10.314460 3.500000
1.010000 10.415091 3.500000
1.020000 10.515722 3.500000
1.030000 10.616413 3.500000
1.040000 10.717103 3.500000
1.050000 10.817853 3.500000
1.060000 10.918604 3.500000
1.070000 11.019354 3.500000
1.080000 11.120104 3.500000
1.090000 11.220913 3.500000
1.100000 11.321723 3.500000
1.110000 11.422533 3.500000
1.120000 11.523402 3.500000
1.130000 11.624271 3.500000
1.140000 11.725140 3.500000
1.150000 11.826069 3.500000
1.160000 11.926938 3.500000
1.170000 12.027867 3.500000
1.180000 12.128796 3.500000
1.190000 12.229784 3.500000
1.200000 12.330713 3.500000
1.210000 12.431701 3.500000
1.220000 12.532689 3.500000
1.230000 12.633737 3.500000
1.240000 12.734725 3.500000
1.250000 12.835773 3.500000
1.260000 12.936821 3.500000
1.270000 13.037869 3.500000
1.280000 13.138917 3.500000
1.290000 13.239965 3.500000
1.300000 13.341072 3.500000
1.310000 13.442179 3.500000
1.320000 13.543287 3.500000
1.330000 13.644394 3.500000
1.340000 13.745501 3.500000
1.350000 13.846609 3.500000
1.360000 13.947776 3.500000
1.370000 14.048943 3.500000
1.380000 14.150110 3.500000
1.390000 14.251277 3.500000
1.400000 14.352443 3.500000
1.410000 14.453610 3.500000
1.420000 14.554777 3.500000
1.430000 14.656004 3.500000
1.440000 14.757230 3.500000
1.450000 14.858457 3.500000
1.460000 14.959624 3.500000
1.470000 15.060910 3.500000
1.480000 15.162136 3.500000
1.490000 15.263363 3.500000
1.500000 15.364589 3.500000
1.510000 15.465875 3.500000
1.520000 15.567161 3.500000
1.530000 15.668388 3.500000
1.540000 15.769674 3.500000
1.550000 15.870960 3.500000
1.560000 15.972246 3.500000
1.570000 16.073532 3.500000
1.580000 16.174818 3.500000
1.590000 16.276163 3.500000
1.600000 16.377449 3.500000
1.610000 16.478795 3.500000
1.620000 16.580081 3.500000
1.630000 16.681426 3.500000
1.640000 16.782772 3.500000
1.650000 16.884117 3.500000
1.660000 16.985463 3.500000
1.670000 17.086809 3.500000
1.680000 17.188154 3.500000
1.690000 17.289500 3.500000
1.700000 17.390845 3.500000
1.710000 17.492250 3.500000
1.720000 17.593596 3.500000
1.730000 17.694941 3.500000
1.740000 17.796347 3.500000
1.750000 17.897752 3.500000
1.760000 17.999097 3.500000
1.770000 18.100502 3.500000
1.780000 18.201907 3.500000
1.790000 18.303312 3.500000
1.800000 18.404718 3.500000
1.810000 18.506123 3.500000
1.820000 18.607528 3.500000
1.830000 18.708933 3.500000
1.840000 18.810338 3.500000
1.850000 18.911743 3.500000
1.860000 19.013208 3.500000
1.870000 19.114613 3.500000
1.880000 19.216077 3.500000
1.890000 19.317483 3.500000
1.900000 19.418947 3.500000
1.910000 19.520352 3.500000
1.920000 19.621817 3.500000
1.930000 19.723282 3.500000
1.940000 19.824687 3.500000
1.950000 19.926151 3.500000
1.960000 20.027616 3.500000
1.970000 20.129081 3.500000
1.980000 20.230545 3.500000
1.990000 20.332010 3.500000
2.000000 20.433475 3.500000
2.010000 20.534939 3.500000
2.020000 20.636404 3.500000
2.030000 20.737869 3.500000
2.040000 20.839393 3.500000
2.050000 20.940857 3.500000
2.060000 21.042322 3.500000
2.070000 21.143787 3.500000
2.080000 21.245311 3.500000
2.090000 21.346776 3.500000
2.100000 21.448300 3.500000
2.110000 21.549764 3.500000
2.120000 21.651289 3.500000
2.130000 21.752753 3.500000
2.140000 21.854277 3.500000
2.150000 21.955802 3.500000
2.160000 22.057266 3.500000
2.170000 22.158790 3.500000
2.180000 22.260315 3.500000
2.190000 22.361839 3.500000
2.200000 22.463363 3.500000
2.210000 22.564828 3.500000
2.220000 22.666352 3.500000
2.230000 22.767876 3.500000
2.240000 22.869400 3.500000
2.250000 22.970924 3.500000
2.260000 23.072449 3.500000
2.270000 23.173973 3.500000
2.280000 23.275557 3.500000
2.290000 23.377081 3.500000
2.300000 23.478605 3.500000
2.310000 23.580129 3.500000
2.320000 23.681653 3.500000
2.330000 23.783237 3.500000
2.340000 23.884761 3.500000
2.350000 23.986285 3.500000
2.360000 24.087810 3.500000
2.370000 24.189393 3.500000
2.380000 24.290918 3.500000
2.390000 24.392501 3.500000
2.400000 24.494025 3.500000
2.410000 24.595609 3.500000
2.420000 24.697133 3.500000
2.430000 24.798717 3.500000
2.440000 24.900241 3.500000
2.450000 25.001825 3.500000
2.460000 25.103349 3.500000
2.470000 25.204933 3.500000
2.480000 25.306517 3.500000
2.490000 25.408041 3.500000
2.500000 25.509625 3.500000
2.510000 25.611208 3.500000
2.520000 25.712733 3.500000
2.530000 25.814316 3.500000
2.540000 25.915900 3.500000
2.550000 26.017484 3.500000
2.560000 26.119068 3.500000
2.570000 26.220592 3.500000
2.580000 26.322175 3.500000
2.590000 26.423759 3.500000
2.600000 26.525343 3.500000
2.610000 26.626927 3.500000
2.620000 26.728510 3.500000
2.630000 26.830094 3.500000
2.640000 26.931678 3.500000
2.650000 27.033262 3.500000
2.660000 27.134845 3.500000
2.670000 27.236429 3.500000
2.680000 27.338013 3.500000
2.690000 27.439597 3.500000
2.700000 27.541180 3.500000
2.710000 27.642764 3.500000
2.720000 27.744407 3.500000
2.730000 27.845991 3.500000
2.740000 27.947575 3.500000
2.750000 28.049159 3.500000
2.760000 28.150742 3.500000
2.770000 28.252386 3.500000
2.780000 28.353969 3.500000
2.790000 28.455553 3.500000
2.800000 28.557137 3.500000
2.810000 28.658780 3.500000
2.820000 28.760364 3.500000
2.830000 28.861948 3.500000
2.840000 28.963591 3.500000
2.850000 29.065175 3.500000
2.860000 29.166758 3.500000
2.870000 29.268402 3.500000
2.880000 29.369985 3.500000
2.890000 29.471629 3.500000
2.900000 29.573212 3.500000
2.910000 29.674796 3.500000
2.920000 29.776439 3.500000
2.930000 29.878023 3.500000
2.940000 29.979666 3.500000
2.950000 30.081250 3.500000
2.960000 30.182893 3.500000
2.970000 30.284477 3.500000
2.980000 30.386120 3.500000
2.990000 30.487764 3.500000
3.000000 30.589347 3.500000
3.010000 30.690991 3.500000
3.020000 30.792574 3.500000
3.030000 30.894218 3.500000
3.040000 30.995861 3.500000
3.050000 31.097445 3.500000
3.060000 31.199088 3.500000
3.070000 31.300672 3.500000
3.080000 31.402315 3.500000
3.090000 31.503958 3.500000
3.100000 31.605602 3.500000
3.110000 31.707185 3.500000
3.120000 31.808829 3.500000
3.130000 31.910472 3.500000
3.140000 32.012056 3.500000
3.150000 32.113699 3.500000
3.160000 32.215342 3.500000
3.170000 32.316985 3.500000
3.180000 32.418629 3.500000
3.190000 32.520212 3.500000
3.200000 32.621856 3.500000
3.210000 32.723499 3.500000
3.220000 32.825142 3.500000
3.230000 32.926786 3.500000
3.240000 33.028429 3.500000
3.250000 33.130013 3.500000
3.260000 33.231656 3.500000
3.270000 33.333299 3.500000
3.280000 33.434942 3.500000
3.290000 33.536586 3.500000
3.300000 33.638229 3.500000
3.310000 33.739872 3.500000
3.320000 33.841516 3.500000
3.330000 33.943159 3.500000
3.340000 34.044802 3.500000
3.350000 34.146445 3.500000
3.360000 34.248089 3.500000
3.370000 34.349732 3.500000
3.380000 34.451375 3.500000
3.390000 34.553019 3.500000
3.400000 34.654662 3.500000
3.410000 34.756305 3.500000
3.420000 34.857948 3.500000
3.430000 34.959592 3.500000
3.440000 35.061235 3.500000
3.450000 35.162878 3.500000
3.460000 35.264522 3.500000
3.470000 35.366165 3.500000
3.480000 35.467808 3.500000
3.490000 35.569451 3.500000
3.500000 35.671095 3.500000
3.510000 35.772738 3.500000
3.520000 35.874381 3.500000
3.530000 35.976084 3.500000
3.540000 36.077727 3.500000
3.550000 36.179371 3.500000
3.560000 36.281014 3.500000
3.570000 36.382657 3.500000
3.580000 36.484300 3.500000
3.590000 36.585944 3.500000
3.600000 36.687647 3.500000
3.610000 36.789290 3.500000
3.620000 36.890933 3.500000
3.630000 36.992576 3.500000
3.640000 37.094220 3.500000
3.650000 37.195923 3.500000
3.660000 37.297566 3.500000
3.670000 37.399209 3.500000
3.680000 37.500852 3.500000
3.690000 37.602555 3.500000
3.700000 37.704198 3.500000
3.710000 37.805842 3.500000
3.720000 37.907485 3.500000
3.730000 38.009188 3.500000
3.740000 38.110831 3.500000
3.750000 38.212474 3.500000
3.760000 38.314118 3.500000
3.770000 38.415821 3.500000
3.780000 38.517464 3.500000
3.790000 38.619107 3.500000
3.800000 38.720810 3.500000
3.810000 38.822453 3.500000
3.820000 38.924097 3.500000
3.830000 39.025799 3.500000
3.840000 39.127443 3.500000
3.850000 39.229086 3.500000
3.860000 39.330789 3.500000
3.870000 39.432432 3.500000
3.880000 39.534075 3.500000
3.890000 39.635778 3.500000
3.900000 39.737421 3.500000
3.910000 39.839124 3.500000
3.920000 39.940768 3.500000
3.930000 40.042411 3.500000
3.940000 40.144114 3.500000
3.950000 40.245757 3.500000
3.960000 40.347460 3.500000
3.970000 40.449103 3.500000
3.980000 40.550746 3.500000
3.990000 40.652449 3.500000
4.000000 40.754092 3.500000
# m h(m) T/T_c 
0.010000 1.107675 4.000000
0.020000 1.204852 4.000000
0.030000 1.296849 4.000000
0.040000 1.386226 4.000000
0.050000 1.474293 4.000000
0.060000 1.562003 4.000000
0.070000 1.649891 4.000000
0.080000 1.738375 4.000000
0.090000 1.827633 4.000000
0.100000 1.917844 4.000000
0.110000 2.009186 4.000000
0.120000 2.101600 4.000000
0.130000 2.195145 4.000000
0.140000 2.289881 4.000000
0.150000 2.385748 4.000000
0.160000 2.482688 4.000000
0.170000 2.580699 4.000000
0.180000 2.679781 4.000000
0.190000 2.779757 4.000000
0.200000 2.880686 4.000000
0.210000 2.982449 4.000000
0.220000 3.085045 4.000000
0.230000 3.188415 4.000000
0.240000 3.292499 4.000000
0.250000 3.397239 4.000000
0.260000 3.502633 4.000000
0.270000 3.608624 4.000000
0.280000 3.715150 4.000000
0.290000 3.822152 4.000000
0.300000 3.929690 4.000000
0.310000 4.037645 4.000000
0.320000 4.146017 4.000000
0.330000 4.254746 4.000000
0.340000 4.363892 4.000000
0.350000 4.473395 4.000000
0.360000 4.583196 4.000000
0.370000 4.693295 4.000000
0.380000 4.803632 4.000000
0.390000 4.914266 4.000000
0.400000 5.025199 4.000000
0.410000 5.136310 4.000000
0.420000 5.247659 4.000000
0.430000 5.359246 4.000000
0.440000 5.470952 4.000000
0.450000 5.582897 4.000000
0.460000 5.695020 4.000000
0.470000 5.807322 4.000000
0.480000 5.919743 4.000000
0.490000 6.032283 4.000000
0.500000 6.145002 4.000000
0.510000 6.257839 4.000000
0.520000 6.370856 4.000000
0.530000 6.483932 4.000000
0.540000 6.597127 4.000000
0.550000 6.710441 4.000000
0.560000 6.823874 4.000000
0.570000 6.937367 4.000000
0.580000 7.050978 4.000000
0.590000 7.164650 4.000000
0.600000 7.278440 4.000000
0.610000 7.392290 4.000000
0.620000 7.506200 4.000000
0.630000 7.620169 4.000000
0.640000 7.734257 4.000000
0.650000 7.848405 4.000000
0.660000 7.962612 4.000000
0.670000 8.076879 4.000000
0.680000 8.191146 4.000000
0.690000 8.305532 4.000000
0.700000 8.419977 4.000000
0.710000 8.534423 4.000000
0.720000 8.648987 4.000000
0.730000 8.763552 4.000000
0.740000 8.878176 4.000000
0.750000 8.992800 4.000000
0.760000 9.107543 4.000000
0.770000 9.222286 4.000000
0.780000 9.337089 4.000000
0.790000 9.451892 4.000000
0.800000 9.566754 4.000000
0.810000 9.681616 4.000000
0.820000 9.796538 4.000000
0.830000 9.911519 4.000000
0.840000 10.026501 4.000000
0.850000 10.141542 4.000000
0.860000 10.256582 4.000000
0.870000 10.371623 4.000000
0.880000 10.486783 4.000000
0.890000 10.601884 4.000000
0.900000 10.717044 4.000000
0.910000 10.832204 4.000000
0.920000 10.947423 4.000000
0.930000 11.062643 4.000000
0.940000 11.177922 4.000000
0.950000 11.293201 4.000000
0.960000 11.408480 4.000000
0.970000 11.523759 4.000000
0.980000 11.639098 4.000000
0.990000 11.754436 4.000000
1.000000 11.869835 4.000000
1.010000 11.985233 4.000000
1.020000 12.100631 4.000000
1.030000 12.216029 4.000000
1.040000 12.331487 4.000000
1.050000 12.446945 4.000000
1.060000 12.562402 4.000000
1.070000 12.677860 4.000000
1.080000 12.793377 4.000000
1.090000 12.908895 4.000000
1.100000 13.024412 4.000000
1.110000 13.139989 4.000000
1.120000 13.255506 4.000000
1.130000 13.371083 4.000000
1.140000 13.486659 4.000000
1.150000 13.602236 4.000000
1.160000 13.717873 4.000000
1.170000 13.833449 4.000000
1.180000 13.949086 4.000000
1.190000 14.064722 4.000000
1.200000 14.180358 4.000000
1.210000 14.296054 4.000000
1.220000 14.411691 4.000000
1.230000 14.527387 4.000000
1.240000 14.643083 4.000000
1.250000 14.758778 4.000000
1.260000 14.874474 4.000000
1.270000 14.990170 4.000000
1.280000 15.105926 4.000000
1.290000 15.221622 4.000000
1.300000 15.337377 4.000000
1.310000 15.453132 4.000000
1.320000 15.568888 4.000000
1.330000 15.684643 4.000000
1.340000 15.800399 4.000000
1.350000 15.916214 4.000000
1.360000 16.031969 4.000000
1.370000 16.147784 4.000000
1.380000 16.263599 4.000000
1.390000 16.379414 4.000000
1.400000 16.495229 4.000000
1.410000 16.611044 4.000000
1.420000 16.726859 4.000000
1.430000 16.842674 4.000000
1.440000 16.958549 4.000000
1.450000 17.074364 4.000000
1.460000 17.190238 4.000000
1.470000 17.306053 4.000000
1.480000 17.421928 4.000000
1.490000 17.537802 4.000000
1.500000 17.653677 4.000000
1.510000 17.769551 4.000000
1.520000 17.885426 4.000000
1.530000 18.001300 4.000000
1.540000 18.117234 4.000000
1.550000 18.233109 4.000000
1.560000 18.349043 4.000000
1.570000 18.464918 4.000000
1.580000 18.580852 4.000000
1.590000 18.696786 4.000000
1.600000 18.812660 4.000000
1.610000 18.928594 4.000000
1.620000 19.044528 4.000000
1.630000 19.160462 4.000000
1.640000 19.276397 4.000000
1.650000 19.392331 4.000000
1.660000 19.508324 4.000000
1.670000 19.624258 4.000000
1.680000 19.740192 4.000000
1.690000 19.856186 4.000000
1.700000 19.972120 4.000000
1.710000 20.088114 4.000000
1.720000 20.204048 4.000000
1.730000 20.320041 4.000000
1.740000 20.436035 4.000000
1.750000 20.551969 4.000000
1.760000 20.667963 4.000000
1.770000 20.783956 4.000000
1.780000 20.899950 4.000000
1.790000 21.015944 4.000000
1.800000 21.131937 4.000000
1.810000 21.247931 4.000000
1.820000 21.363924 4.000000
1.830000 21.479918 4.000000
1.840000 21.595971 4.000000
1.850000 21.711965 4.000000
1.860000 21.827959 4.000000
