# m h(m) T/T_c 
1.470000 1.191455 0.500000
1.480000 1.191633 0.500000
1.490000 1.191812 0.500000
1.500000 1.191931 0.500000
1.510000 1.192110 0.500000
1.520000 1.192288 0.500000
1.530000 1.192407 0.500000
1.540000 1.192586 0.500000
1.550000 1.192705 0.500000
1.560000 1.192884 0.500000
1.570000 1.193003 0.500000
1.580000 1.193181 0.500000
1.590000 1.193301 0.500000
1.600000 1.193479 0.500000
1.610000 1.193598 0.500000
1.620000 1.193717 0.500000
1.630000 1.193896 0.500000
1.640000 1.194015 0.500000
1.650000 1.194134 0.500000
1.660000 1.194313 0.500000
1.670000 1.194432 0.500000
1.680000 1.194551 0.500000
1.690000 1.194670 0.500000
1.700000 1.194789 0.500000
1.710000 1.194968 0.500000
1.720000 1.195087 0.500000
1.730000 1.195206 0.500000
1.740000 1.195325 0.500000
1.750000 1.195444 0.500000
1.760000 1.195563 0.500000
1.770000 1.195682 0.500000
1.780000 1.195801 0.500000
1.790000 1.195920 0.500000
1.800000 1.196040 0.500000
1.810000 1.196159 0.500000
1.820000 1.196278 0.500000
1.830000 1.196397 0.500000
1.840000 1.196516 0.500000
1.850000 1.196635 0.500000
1.860000 1.196754 0.500000
1.870000 1.196814 0.500000
1.880000 1.196933 0.500000
1.890000 1.197052 0.500000
1.900000 1.197171 0.500000
1.910000 1.197290 0.500000
1.920000 1.197350 0.500000
1.930000 1.197469 0.500000
1.940000 1.197588 0.500000
1.950000 1.197707 0.500000
1.960000 1.197766 0.500000
1.970000 1.197885 0.500000
1.980000 1.198005 0.500000
1.990000 1.198064 0.500000
2.000000 1.198183 0.500000
2.010000 1.198302 0.500000
2.020000 1.198362 0.500000
2.030000 1.198481 0.500000
2.040000 1.198600 0.500000
2.050000 1.198660 0.500000
2.060000 1.198779 0.500000
2.070000 1.198838 0.500000
2.080000 1.198957 0.500000
2.090000 1.199017 0.500000
2.100000 1.199136 0.500000
2.110000 1.199195 0.500000
2.120000 1.199315 0.500000
2.130000 1.199374 0.500000
2.140000 1.199493 0.500000
2.150000 1.199553 0.500000
2.160000 1.199672 0.500000
2.170000 1.199731 0.500000
2.180000 1.199791 0.500000
2.190000 1.199910 0.500000
2.200000 1.199970 0.500000
2.210000 1.200089 0.500000
2.220000 1.200148 0.500000
2.230000 1.200208 0.500000
2.240000 1.200327 0.500000
2.250000 1.200386 0.500000
2.260000 1.200446 0.500000
2.270000 1.200565 0.500000
2.280000 1.200625 0.500000
2.290000 1.200684 0.500000
2.300000 1.200803 0.500000
2.310000 1.200863 0.500000
2.320000 1.200922 0.500000
2.330000 1.200982 0.500000
2.340000 1.201101 0.500000
2.350000 1.201160 0.500000
2.360000 1.201220 0.500000
2.370000 1.201280 0.500000
2.380000 1.201399 0.500000
2.390000 1.201458 0.500000
2.400000 1.201518 0.500000
2.410000 1.201577 0.500000
2.420000 1.201637 0.500000
2.430000 1.201756 0.500000
2.440000 1.201815 0.500000
2.450000 1.201875 0.500000
2.460000 1.201935 0.500000
2.470000 1.201994 0.500000
2.480000 1.202054 0.500000
2.490000 1.202113 0.500000
2.500000 1.202173 0.500000
2.510000 1.202292 0.500000
2.520000 1.202351 0.500000
2.530000 1.202411 0.500000
2.540000 1.202470 0.500000
2.550000 1.202530 0.500000
2.560000 1.202590 0.500000
2.570000 1.202649 0.500000
2.580000 1.202709 0.500000
2.590000 1.202768 0.500000
2.600000 1.202828 0.500000
2.610000 1.202887 0.500000
2.620000 1.202947 0.500000
2.630000 1.203006 0.500000
2.640000 1.203066 0.500000
2.650000 1.203125 0.500000
2.660000 1.203185 0.500000
2.670000 1.203245 0.500000
2.680000 1.203304 0.500000
2.690000 1.203364 0.500000
2.700000 1.203423 0.500000
2.710000 1.203483 0.500000
2.720000 1.203542 0.500000
2.730000 1.203602 0.500000
2.740000 1.203661 0.500000
2.750000 1.203721 0.500000
2.760000 1.203780 0.500000
2.770000 1.203840 0.500000
2.780000 1.203900 0.500000
2.790000 1.203959 0.500000
2.800000 1.203959 0.500000
2.810000 1.204019 0.500000
2.820000 1.204078 0.500000
2.830000 1.204138 0.500000
2.840000 1.204197 0.500000
2.850000 1.204257 0.500000
2.860000 1.204316 0.500000
2.870000 1.204376 0.500000
2.880000 1.204435 0.500000
2.890000 1.204435 0.500000
2.900000 1.204495 0.500000
2.910000 1.204555 0.500000
2.920000 1.204614 0.500000
2.930000 1.204674 0.500000
2.940000 1.204733 0.500000
2.950000 1.204733 0.500000
2.960000 1.204793 0.500000
2.970000 1.204852 0.500000
2.980000 1.204912 0.500000
2.990000 1.204971 0.500000
3.000000 1.204971 0.500000
3.010000 1.205031 0.500000
3.020000 1.205090 0.500000
3.030000 1.205150 0.500000
3.040000 1.205210 0.500000
3.050000 1.205210 0.500000
3.060000 1.205269 0.500000
3.070000 1.205329 0.500000
3.080000 1.205388 0.500000
3.090000 1.205388 0.500000
3.100000 1.205448 0.500000
3.110000 1.205507 0.500000
3.120000 1.205567 0.500000
3.130000 1.205567 0.500000
3.140000 1.205626 0.500000
3.150000 1.205686 0.500000
3.160000 1.205745 0.500000
3.170000 1.205745 0.500000
3.180000 1.205805 0.500000
3.190000 1.205865 0.500000
3.200000 1.205924 0.500000
3.210000 1.205924 0.500000
3.220000 1.205984 0.500000
3.230000 1.206043 0.500000
3.240000 1.206043 0.500000
3.250000 1.206103 0.500000
3.260000 1.206162 0.500000
3.270000 1.206162 0.500000
3.280000 1.206222 0.500000
3.290000 1.206281 0.500000
3.300000 1.206281 0.500000
3.310000 1.206341 0.500000
3.320000 1.206400 0.500000
3.330000 1.206400 0.500000
3.340000 1.206460 0.500000
3.350000 1.206520 0.500000
3.360000 1.206520 0.500000
3.370000 1.206579 0.500000
3.380000 1.206639 0.500000
3.390000 1.206639 0.500000
3.400000 1.206698 0.500000
3.410000 1.206758 0.500000
3.420000 1.206758 0.500000
3.430000 1.206817 0.500000
3.440000 1.206877 0.500000
3.450000 1.206877 0.500000
3.460000 1.206936 0.500000
3.470000 1.206936 0.500000
3.480000 1.206996 0.500000
3.490000 1.207055 0.500000
3.500000 1.207055 0.500000
3.510000 1.207115 0.500000
3.520000 1.207115 0.500000
3.530000 1.207174 0.500000
3.540000 1.207234 0.500000
3.550000 1.207234 0.500000
3.560000 1.207294 0.500000
3.570000 1.207294 0.500000
3.580000 1.207353 0.500000
3.590000 1.207353 0.500000
3.600000 1.207413 0.500000
3.610000 1.207472 0.500000
3.620000 1.207472 0.500000
3.630000 1.207532 0.500000
3.640000 1.207532 0.500000
3.650000 1.207591 0.500000
3.660000 1.207591 0.500000
3.670000 1.207651 0.500000
3.680000 1.207710 0.500000
3.690000 1.207710 0.500000
3.700000 1.207770 0.500000
3.710000 1.207770 0.500000
3.720000 1.207829 0.500000
3.730000 1.207829 0.500000
3.740000 1.207889 0.500000
3.750000 1.207889 0.500000
3.760000 1.207949 0.500000
3.770000 1.207949 0.500000
3.780000 1.208008 0.500000
3.790000 1.208008 0.500000
3.800000 1.208068 0.500000
3.810000 1.208068 0.500000
3.820000 1.208127 0.500000
3.830000 1.208127 0.500000
3.840000 1.208187 0.500000
3.850000 1.208246 0.500000
3.860000 1.208246 0.500000
3.870000 1.208306 0.500000
3.880000 1.208306 0.500000
3.890000 1.208365 0.500000
3.900000 1.208365 0.500000
3.910000 1.208425 0.500000
3.920000 1.208425 0.500000
3.930000 1.208425 0.500000
3.940000 1.208484 0.500000
3.950000 1.208484 0.500000
3.960000 1.208544 0.500000
3.970000 1.208544 0.500000
3.980000 1.208604 0.500000
3.990000 1.208604 0.500000
4.000000 1.208663 0.500000
# m h(m) T/T_c 
0.010000 1.018596 0.700000
0.020000 1.034375 0.700000
0.030000 1.048130 0.700000
0.040000 1.060337 0.700000
0.050000 1.071293 0.700000
0.060000 1.081177 0.700000
0.070000 1.090288 0.700000
0.080000 1.098624 0.700000
0.090000 1.106365 0.700000
0.100000 1.113629 0.700000
0.110000 1.120358 0.700000
0.120000 1.126670 0.700000
0.130000 1.132624 0.700000
0.140000 1.138281 0.700000
0.150000 1.143640 0.700000
0.160000 1.148701 0.700000
0.170000 1.153524 0.700000
0.180000 1.158109 0.700000
0.190000 1.162456 0.700000
0.200000 1.166684 0.700000
0.210000 1.170673 0.700000
0.220000 1.174544 0.700000
0.230000 1.178236 0.700000
0.240000 1.181808 0.700000
0.250000 1.185262 0.700000
0.260000 1.188537 0.700000
0.270000 1.191752 0.700000
0.280000 1.194849 0.700000
0.290000 1.197826 0.700000
0.300000 1.200684 0.700000
0.310000 1.203483 0.700000
0.320000 1.206222 0.700000
0.330000 1.208842 0.700000
0.340000 1.211343 0.700000
0.350000 1.213844 0.700000
0.360000 1.216225 0.700000
0.370000 1.218548 0.700000
0.380000 1.220810 0.700000
0.390000 1.223013 0.700000
0.400000 1.225217 0.700000
0.410000 1.227301 0.700000
0.420000 1.229325 0.700000
0.430000 1.231290 0.700000
0.440000 1.233255 0.700000
0.450000 1.235161 0.700000
0.460000 1.237007 0.700000
0.470000 1.238793 0.700000
0.480000 1.240579 0.700000
0.490000 1.242306 0.700000
0.500000 1.243973 0.700000
0.510000 1.245641 0.700000
0.520000 1.247248 0.700000
0.530000 1.248856 0.700000
0.540000 1.250404 0.700000
0.550000 1.251893 0.700000
0.560000 1.253381 0.700000
0.570000 1.254810 0.700000
0.580000 1.256240 0.700000
0.590000 1.257669 0.700000
0.600000 1.259038 0.700000
0.610000 1.260348 0.700000
0.620000 1.261658 0.700000
0.630000 1.262968 0.700000
0.640000 1.264219 0.700000
0.650000 1.265469 0.700000
0.660000 1.266719 0.700000
0.670000 1.267910 0.700000
0.680000 1.269101 0.700000
0.690000 1.270233 0.700000
0.700000 1.271364 0.700000
0.710000 1.272495 0.700000
0.720000 1.273567 0.700000
0.730000 1.274699 0.700000
0.740000 1.275711 0.700000
0.750000 1.276783 0.700000
0.760000 1.277795 0.700000
0.770000 1.278807 0.700000
0.780000 1.279819 0.700000
0.790000 1.280832 0.700000
0.800000 1.281784 0.700000
0.810000 1.282737 0.700000
0.820000 1.283630 0.700000
0.830000 1.284583 0.700000
0.840000 1.285476 0.700000
0.850000 1.286369 0.700000
0.860000 1.287262 0.700000
0.870000 1.288156 0.700000
0.880000 1.288989 0.700000
0.890000 1.289823 0.700000
0.900000 1.290657 0.700000
0.910000 1.291490 0.700000
0.920000 1.292264 0.700000
0.930000 1.293098 0.700000
0.940000 1.293872 0.700000
0.950000 1.294646 0.700000
0.960000 1.295420 0.700000
0.970000 1.296135 0.700000
0.980000 1.296909 0.700000
0.990000 1.297623 0.700000
1.000000 1.298338 0.700000
1.010000 1.299052 0.700000
1.020000 1.299767 0.700000
1.030000 1.300481 0.700000
1.040000 1.301196 0.700000
1.050000 1.301851 0.700000
1.060000 1.302506 0.700000
1.070000 1.303161 0.700000
1.080000 1.303816 0.700000
1.090000 1.304471 0.700000
1.100000 1.305126 0.700000
1.110000 1.305781 0.700000
1.120000 1.306376 0.700000
1.130000 1.306972 0.700000
1.140000 1.307627 0.700000
1.150000 1.308222 0.700000
1.160000 1.308818 0.700000
1.170000 1.309354 0.700000
1.180000 1.309949 0.700000
1.190000 1.310545 0.700000
1.200000 1.311080 0.700000
1.210000 1.311676 0.700000
1.220000 1.312212 0.700000
1.230000 1.312748 0.700000
1.240000 1.313284 0.700000
1.250000 1.313820 0.700000
1.260000 1.314355 0.700000
1.270000 1.314891 0.700000
1.280000 1.315427 0.700000
1.290000 1.315904 0.700000
1.300000 1.316440 0.700000
1.310000 1.316916 0.700000
1.320000 1.317452 0.700000
1.330000 1.317928 0.700000
1.340000 1.318405 0.700000
1.350000 1.318881 0.700000
1.360000 1.319357 0.700000
1.370000 1.319834 0.700000
1.380000 1.320310 0.700000
1.390000 1.320786 0.700000
1.400000 1.321203 0.700000
1.410000 1.321679 0.700000
1.420000 1.322156 0.700000
1.430000 1.322573 0.700000
1.440000 1.322989 0.700000
1.450000 1.323466 0.700000
1.460000 1.323883 0.700000
1.470000 1.324299 0.700000
1.480000 1.324716 0.700000
1.490000 1.325133 0.700000
1.500000 1.325550 0.700000
1.510000 1.325967 0.700000
1.520000 1.326384 0.700000
1.530000 1.326800 0.700000
1.540000 1.327158 0.700000
1.550000 1.327574 0.700000
1.560000 1.327991 0.700000
1.570000 1.328349 0.700000
1.580000 1.328765 0.700000
1.590000 1.329123 0.700000
1.600000 1.329480 0.700000
1.610000 1.329897 0.700000
1.620000 1.330254 0.700000
1.630000 1.330611 0.700000
1.640000 1.330969 0.700000
1.650000 1.331326 0.700000
1.660000 1.331683 0.700000
1.670000 1.332040 0.700000
1.680000 1.332398 0.700000
1.690000 1.332755 0.700000
1.700000 1.333112 0.700000
1.710000 1.333469 0.700000
1.720000 1.333767 0.700000
1.730000 1.334124 0.700000
1.740000 1.334422 0.700000
1.750000 1.334779 0.700000
1.760000 1.335137 0.700000
1.770000 1.335434 0.700000
1.780000 1.335732 0.700000
1.790000 1.336089 0.700000
1.800000 1.336387 0.700000
1.810000 1.336685 0.700000
1.820000 1.337042 0.700000
1.830000 1.337340 0.700000
1.840000 1.337638 0.700000
1.850000 1.337935 0.700000
1.860000 1.338233 0.700000
1.870000 1.338531 0.700000
1.880000 1.338828 0.700000
1.890000 1.339126 0.700000
1.900000 1.339424 0.700000
1.910000 1.339722 0.700000
1.920000 1.340019 0.700000
1.930000 1.340317 0.700000
1.940000 1.340555 0.700000
1.950000 1.340853 0.700000
1.960000 1.341151 0.700000
1.970000 1.341448 0.700000
1.980000 1.341687 0.700000
1.990000 1.341984 0.700000
2.000000 1.342223 0.700000
2.010000 1.342520 0.700000
2.020000 1.342758 0.700000
2.030000 1.343056 0.700000
2.040000 1.343294 0.700000
2.050000 1.343592 0.700000
2.060000 1.343830 0.700000
2.070000 1.344068 0.700000
2.080000 1.344366 0.700000
2.090000 1.344604 0.700000
2.100000 1.344842 0.700000
2.110000 1.345081 0.700000
2.120000 1.345319 0.700000
2.130000 1.345617 0.700000
2.140000 1.345855 0.700000
2.150000 1.346093 0.700000
2.160000 1.346331 0.700000
2.170000 1.346569 0.700000
2.180000 1.346807 0.700000
2.190000 1.347046 0.700000
2.200000 1.347284 0.700000
2.210000 1.347522 0.700000
2.220000 1.347701 0.700000
2.230000 1.347939 0.700000
2.240000 1.348177 0.700000
2.250000 1.348415 0.700000
2.260000 1.348653 0.700000
2.270000 1.348832 0.700000
2.280000 1.349070 0.700000
2.290000 1.349308 0.700000
2.300000 1.349547 0.700000
2.310000 1.349725 0.700000
2.320000 1.349963 0.700000
2.330000 1.350142 0.700000
2.340000 1.350380 0.700000
2.350000 1.350618 0.700000
2.360000 1.350797 0.700000
2.370000 1.351035 0.700000
2.380000 1.351214 0.700000
2.390000 1.351452 0.700000
2.400000 1.351631 0.700000
2.410000 1.351809 0.700000
2.420000 1.352047 0.700000
2.430000 1.352226 0.700000
2.440000 1.352405 0.700000
2.450000 1.352643 0.700000
2.460000 1.352822 0.700000
2.470000 1.353000 0.700000
2.480000 1.353238 0.700000
2.490000 1.353417 0.700000
2.500000 1.353596 0.700000
2.510000 1.353774 0.700000
2.520000 1.354012 0.700000
2.530000 1.354191 0.700000
2.540000 1.354370 0.700000
2.550000 1.354548 0.700000
2.560000 1.354727 0.700000
2.570000 1.354906 0.700000
2.580000 1.355084 0.700000
2.590000 1.355263 0.700000
2.600000 1.355441 0.700000
2.610000 1.355620 0.700000
2.620000 1.355799 0.700000
2.630000 1.355977 0.700000
2.640000 1.356156 0.700000
2.650000 1.356335 0.700000
2.660000 1.356513 0.700000
2.670000 1.356692 0.700000
2.680000 1.356871 0.700000
2.690000 1.357049 0.700000
2.700000 1.357228 0.700000
2.710000 1.357347 0.700000
2.720000 1.357526 0.700000
2.730000 1.357704 0.700000
2.740000 1.357883 0.700000
2.750000 1.358061 0.700000
2.760000 1.358181 0.700000
2.770000 1.358359 0.700000
2.780000 1.358538 0.700000
2.790000 1.358716 0.700000
2.800000 1.358836 0.700000
2.810000 1.359014 0.700000
2.820000 1.359193 0.700000
2.830000 1.359312 0.700000
2.840000 1.359491 0.700000
2.850000 1.359610 0.700000
2.860000 1.359788 0.700000
2.870000 1.359967 0.700000
2.880000 1.360086 0.700000
2.890000 1.360265 0.700000
2.900000 1.360384 0.700000
2.910000 1.360562 0.700000
2.920000 1.360681 0.700000
2.930000 1.360860 0.700000
2.940000 1.360979 0.700000
2.950000 1.361158 0.700000
2.960000 1.361277 0.700000
2.970000 1.361456 0.700000
2.980000 1.361575 0.700000
2.990000 1.361753 0.700000
3.000000 1.361872 0.700000
3.010000 1.361991 0.700000
3.020000 1.362170 0.700000
3.030000 1.362289 0.700000
3.040000 1.362468 0.700000
3.050000 1.362587 0.700000
3.060000 1.362706 0.700000
3.070000 1.362825 0.700000
3.080000 1.363004 0.700000
3.090000 1.363123 0.700000
3.100000 1.363242 0.700000
3.110000 1.363421 0.700000
3.120000 1.363540 0.700000
3.130000 1.363659 0.700000
3.140000 1.363778 0.700000
3.150000 1.363956 0.700000
3.160000 1.364076 0.700000
3.170000 1.364195 0.700000
3.180000 1.364314 0.700000
3.190000 1.364433 0.700000
3.200000 1.364611 0.700000
3.210000 1.364731 0.700000
3.220000 1.364850 0.700000
3.230000 1.364969 0.700000
3.240000 1.365088 0.700000
3.250000 1.365207 0.700000
3.260000 1.365326 0.700000
3.270000 1.365445 0.700000
3.280000 1.365624 0.700000
3.290000 1.365743 0.700000
3.300000 1.365862 0.700000
3.310000 1.365981 0.700000
3.320000 1.366100 0.700000
3.330000 1.366219 0.700000
3.340000 1.366338 0.700000
3.350000 1.366457 0.700000
3.360000 1.366576 0.700000
3.370000 1.366695 0.700000
3.380000 1.366815 0.700000
3.390000 1.366934 0.700000
3.400000 1.367053 0.700000
3.410000 1.367172 0.700000
3.420000 1.367291 0.700000
3.430000 1.367410 0.700000
3.440000 1.367470 0.700000
3.450000 1.367589 0.700000
3.460000 1.367708 0.700000
3.470000 1.367827 0.700000
3.480000 1.367946 0.700000
3.490000 1.368065 0.700000
3.500000 1.368184 0.700000
3.510000 1.368303 0.700000
3.520000 1.368422 0.700000
3.530000 1.368482 0.700000
3.540000 1.368601 0.700000
3.550000 1.368720 0.700000
3.560000 1.368839 0.700000
3.570000 1.368958 0.700000
3.580000 1.369018 0.700000
3.590000 1.369137 0.700000
3.600000 1.369256 0.700000
3.610000 1.369375 0.700000
3.620000 1.369494 0.700000
3.630000 1.369554 0.700000
3.640000 1.369673 0.700000
3.650000 1.369792 0.700000
3.660000 1.369911 0.700000
3.670000 1.369970 0.700000
3.680000 1.370090 0.700000
3.690000 1.370209 0.700000
3.700000 1.370268 0.700000
3.710000 1.370387 0.700000
3.720000 1.370506 0.700000
3.730000 1.370625 0.700000
3.740000 1.370685 0.700000
3.750000 1.370804 0.700000
3.760000 1.370923 0.700000
3.770000 1.370983 0.700000
3.780000 1.371102 0.700000
3.790000 1.371161 0.700000
3.800000 1.371280 0.700000
3.810000 1.371400 0.700000
3.820000 1.371459 0.700000
3.830000 1.371578 0.700000
3.840000 1.371697 0.700000
3.850000 1.371757 0.700000
3.860000 1.371876 0.700000
3.870000 1.371935 0.700000
3.880000 1.372055 0.700000
3.890000 1.372114 0.700000
3.900000 1.372233 0.700000
3.910000 1.372352 0.700000
3.920000 1.372412 0.700000
3.930000 1.372531 0.700000
3.940000 1.372590 0.700000
3.950000 1.372710 0.700000
3.960000 1.372769 0.700000
3.970000 1.372888 0.700000
3.980000 1.372948 0.700000
3.990000 1.373067 0.700000
4.000000 1.373126 0.700000
# m h(m) T/T_c 
0.010000 1.034613 1.300000
0.020000 1.064445 1.300000
0.030000 1.090883 1.300000
0.040000 1.114880 1.300000
0.050000 1.136971 1.300000
0.060000 1.157514 1.300000
0.070000 1.176807 1.300000
0.080000 1.195087 1.300000
0.090000 1.212474 1.300000
0.100000 1.229087 1.300000
0.110000 1.245045 1.300000
0.120000 1.260467 1.300000
0.130000 1.275353 1.300000
0.140000 1.289763 1.300000
0.150000 1.303816 1.300000
0.160000 1.317511 1.300000
0.170000 1.330849 1.300000
0.180000 1.343890 1.300000
0.190000 1.356751 1.300000
0.200000 1.369315 1.300000
0.210000 1.381641 1.300000
0.220000 1.393788 1.300000
0.230000 1.405817 1.300000
0.240000 1.417606 1.300000
0.250000 1.429277 1.300000
0.260000 1.440829 1.300000
0.270000 1.452262 1.300000
0.280000 1.463575 1.300000
0.290000 1.474770 1.300000
0.300000 1.485905 1.300000
0.310000 1.496980 1.300000
0.320000 1.507936 1.300000
0.330000 1.518833 1.300000
0.340000 1.529730 1.300000
0.350000 1.540507 1.300000
0.360000 1.551285 1.300000
0.370000 1.562003 1.300000
0.380000 1.572721 1.300000
0.390000 1.583439 1.300000
0.400000 1.594098 1.300000
0.410000 1.604756 1.300000
0.420000 1.615355 1.300000
0.430000 1.626014 1.300000
0.440000 1.636672 1.300000
0.450000 1.647331 1.300000
0.460000 1.658049 1.300000
0.470000 1.668708 1.300000
0.480000 1.679426 1.300000
0.490000 1.690203 1.300000
0.500000 1.700981 1.300000
0.510000 1.711818 1.300000
0.520000 1.722655 1.300000
0.530000 1.733552 1.300000
0.540000 1.744508 1.300000
0.550000 1.755524 1.300000
0.560000 1.766600 1.300000
0.570000 1.777734 1.300000
0.580000 1.788988 1.300000
0.590000 1.800243 1.300000
0.600000 1.811616 1.300000
0.610000 1.823048 1.300000
0.620000 1.834600 1.300000
0.630000 1.846211 1.300000
0.640000 1.857942 1.300000
0.650000 1.869731 1.300000
0.660000 1.881700 1.300000
0.670000 1.893728 1.300000
0.680000 1.905875 1.300000
0.690000 1.918142 1.300000
0.700000 1.930527 1.300000
0.710000 1.943091 1.300000
0.720000 1.955714 1.300000
0.730000 1.968576 1.300000
0.740000 1.981497 1.300000
0.750000 1.994657 1.300000
0.760000 2.007935 1.300000
0.770000 2.021333 1.300000
0.780000 2.034969 1.300000
0.790000 2.048783 1.300000
0.800000 2.062776 1.300000
0.810000 2.076948 1.300000
0.820000 2.091298 1.300000
0.830000 2.105887 1.300000
0.840000 2.120654 1.300000
0.850000 2.135659 1.300000
0.860000 2.150903 1.300000
0.870000 2.166325 1.300000
0.880000 2.182045 1.300000
0.890000 2.198003 1.300000
0.900000 2.214199 1.300000
0.910000 2.230693 1.300000
0.920000 2.247425 1.300000
0.930000 2.264455 1.300000
0.940000 2.281723 1.300000
0.950000 2.299349 1.300000
0.960000 2.317272 1.300000
0.970000 2.335492 1.300000
0.980000 2.354011 1.300000
0.990000 2.372827 1.300000
1.000000 2.392060 1.300000
1.010000 2.411591 1.300000
1.020000 2.431479 1.300000
1.030000 2.451724 1.300000
1.040000 2.472267 1.300000
1.050000 2.493287 1.300000
1.060000 2.514604 1.300000
1.070000 2.536338 1.300000
1.080000 2.558488 1.300000
1.090000 2.580996 1.300000
1.100000 2.603862 1.300000
1.110000 2.627203 1.300000
1.120000 2.650902 1.300000
1.130000 2.675018 1.300000
1.140000 2.699610 1.300000
1.150000 2.724559 1.300000
1.160000 2.749925 1.300000
1.170000 2.775708 1.300000
1.180000 2.801908 1.300000
1.190000 2.828584 1.300000
1.200000 2.855618 1.300000
1.210000 2.883068 1.300000
1.220000 2.910935 1.300000
1.230000 2.939219 1.300000
1.240000 2.967860 1.300000
1.250000 2.996918 1.300000
1.260000 3.026393 1.300000
1.270000 3.056284 1.300000
1.280000 3.086474 1.300000
1.290000 3.117080 1.300000
1.300000 3.148043 1.300000
1.310000 3.179364 1.300000
1.320000 3.210982 1.300000
1.330000 3.242958 1.300000
1.340000 3.275291 1.300000
1.350000 3.307921 1.300000
1.360000 3.340850 1.300000
1.370000 3.374076 1.300000
1.380000 3.407600 1.300000
1.390000 3.441421 1.300000
1.400000 3.475481 1.300000
1.410000 3.509779 1.300000
1.420000 3.544315 1.300000
1.430000 3.579089 1.300000
1.440000 3.614102 1.300000
1.450000 3.649293 1.300000
1.460000 3.684722 1.300000
1.470000 3.720330 1.300000
1.480000 3.756176 1.300000
1.490000 3.792141 1.300000
1.500000 3.828285 1.300000
1.510000 3.864607 1.300000
1.520000 3.901049 1.300000
1.530000 3.937610 1.300000
1.540000 3.974349 1.300000
1.550000 4.011207 1.300000
1.560000 4.048185 1.300000
1.570000 4.085281 1.300000
1.580000 4.122497 1.300000
1.590000 4.159831 1.300000
1.600000 4.197226 1.300000
1.610000 4.234739 1.300000
1.620000 4.272312 1.300000
1.630000 4.309944 1.300000
1.640000 4.347696 1.300000
1.650000 4.385507 1.300000
1.660000 4.423378 1.300000
1.670000 4.461308 1.300000
1.680000 4.499297 1.300000
1.690000 4.537347 1.300000
1.700000 4.575455 1.300000
1.710000 4.613624 1.300000
1.720000 4.651852 1.300000
1.730000 4.690079 1.300000
1.740000 4.728367 1.300000
1.750000 4.766654 1.300000
1.760000 4.805001 1.300000
1.770000 4.843408 1.300000
1.780000 4.881814 1.300000
1.790000 4.920280 1.300000
1.800000 4.958746 1.300000
1.810000 4.997213 1.300000
1.820000 5.035738 1.300000
1.830000 5.074264 1.300000
1.840000 5.112849 1.300000
1.850000 5.151434 1.300000
1.860000 5.190019 1.300000
1.870000 5.228604 1.300000
1.880000 5.267249 1.300000
1.890000 5.305834 1.300000
1.900000 5.344479 1.300000
1.910000 5.383124 1.300000
1.920000 5.421828 1.300000
1.930000 5.460472 1.300000
1.940000 5.499177 1.300000
1.950000 5.537821 1.300000
1.960000 5.576526 1.300000
1.970000 5.615230 1.300000
1.980000 5.653934 1.300000
1.990000 5.692638 1.300000
2.000000 5.731343 1.300000
2.010000 5.770047 1.300000
2.020000 5.808751 1.300000
2.030000 5.847455 1.300000
2.040000 5.886219 1.300000
2.050000 5.924923 1.300000
2.060000 5.963628 1.300000
2.070000 6.002332 1.300000
2.080000 6.041036 1.300000
2.090000 6.079800 1.300000
2.100000 6.118504 1.300000
2.110000 6.157208 1.300000
2.120000 6.195913 1.300000
2.130000 6.234617 1.300000
2.140000 6.273321 1.300000
2.150000 6.312025 1.300000
2.160000 6.350729 1.300000
2.170000 6.389434 1.300000
2.180000 6.428138 1.300000
2.190000 6.466842 1.300000
2.200000 6.505546 1.300000
2.210000 6.544191 1.300000
2.220000 6.582895 1.300000
2.230000 6.621600 1.300000
2.240000 6.660244 1.300000
2.250000 6.698949 1.300000
2.260000 6.737593 1.300000
2.270000 6.776238 1.300000
2.280000 6.814942 1.300000
2.290000 6.853587 1.300000
2.300000 6.892232 1.300000
2.310000 6.930876 1.300000
2.320000 6.969521 1.300000
2.330000 7.008166 1.300000
2.340000 7.046810 1.300000
2.350000 7.085395 1.300000
2.360000 7.124040 1.300000
2.370000 7.162685 1.300000
2.380000 7.201270 1.300000
2.390000 7.239855 1.300000
2.400000 7.278500 1.300000
2.410000 7.317085 1.300000
2.420000 7.355670 1.300000
2.430000 7.394255 1.300000
2.440000 7.432840 1.300000
2.450000 7.471426 1.300000
2.460000 7.510011 1.300000
2.470000 7.548596 1.300000
2.480000 7.587121 1.300000
2.490000 7.625707 1.300000
2.500000 7.664232 1.300000
2.510000 7.702817 1.300000
2.520000 7.741343 1.300000
2.530000 7.779869 1.300000
2.540000 7.818454 1.300000
2.550000 7.856979 1.300000
2.560000 7.895505 1.300000
2.570000 7.934030 1.300000
2.580000 7.972556 1.300000
2.590000 8.011022 1.300000
2.600000 8.049548 1.300000
2.610000 8.088073 1.300000
2.620000 8.126539 1.300000
2.630000 8.165065 1.300000
2.640000 8.203531 1.300000
2.650000 8.241997 1.300000
2.660000 8.280463 1.300000
2.670000 8.318989 1.300000
2.680000 8.357455 1.300000
2.690000 8.395921 1.300000
2.700000 8.434387 1.300000
2.710000 8.472793 1.300000
2.720000 8.511260 1.300000
2.730000 8.549726 1.300000
2.740000 8.588132 1.300000
2.750000 8.626598 1.300000
2.760000 8.665005 1.300000
