234	  186.08    449.54  
235	  186.42    451.91  
236	  187.61    452.97  
237	  186.33    449.81  
238	  186.65    452.88  
239	  186.38    452.36  
240	  185.64    454.11  
241	  183.97    454.34  
242	  183.03    452.06  
243	  182.63    452.61  
244	  182.54    452.31  
245	  183.74    453.36  
246	  185.15    453.16  
247	  183.36    452.61  
248	  183.03    452.31  
249	  182.31    452.66  
250	  182.64    451.29  
251	  184.36    451.04  
252	  184.33    453.48  
253	  183.75    453.50  
254	  184.56    451.96  
255	  182.43    452.33  
256	  184.02    453.47  
257	  182.86    453.95  
258	  185.23    452.48  
259	  184.15    451.91  
260	  183.06    452.93  
261	  184.38    452.85  
262	  184.42    452.89  
263	  183.70    452.93  
264	  182.82    451.82  
265	  183.24    453.49  
266	  182.73    453.50  
267	  184.31    453.17  
268	  183.36    451.72  
269	  186.10    452.31  
270	  185.74    453.54  
271	  187.03    453.23  
272	  184.51    452.38  
273	  184.07    452.90  
274	  183.21    451.12  
275	  182.98    452.54  
276	  182.29    454.08  
277	  182.72    453.45  
278	  182.60    451.25  
279	  183.97    451.35  
280	  182.74    452.09  
281	  182.80    453.12  
282	  184.19    452.32  
283	  183.95    453.73  
284	  183.06    453.85  
285	  183.13    451.68  
286	  182.94    452.39  
287	  182.54    452.34  
288	  182.43    454.58  
289	  183.35    452.38  
290	  186.05    451.37  
291	  185.11    451.25  
292	  184.30    451.96  
293	  184.69    453.31  
294	  184.53    452.21  
295	  183.31    454.01  
296	  185.84    454.55  
297	  185.15    454.38  
298	  184.69    452.23  
299	  184.42    451.80  
300	  182.36    452.24  
301	  182.63    451.65  
302	  184.55    451.03  
303	  184.03    451.11  
304	  184.03    450.85  
305	  183.65    451.36  
306	  184.43    450.91  
307	  187.47    451.60  
308	  187.23    451.33  
309	  186.89    452.87  
310	  185.77    451.45  
311	  186.02    452.83  
312	  186.04    453.45  
313	  185.60    452.02  
314	  183.99    453.70  
315	  185.26    453.07  
316	  183.74    451.73  
317	  182.75    453.17  
318	  184.27    452.11  
319	  184.84    451.31  
320	  183.55    452.25  
321	  182.83    451.13  
322	  183.69    451.56  
323	  184.21    450.53  
324	  184.72    452.04  
325	  183.50    452.20  
326	  182.57    451.01  
327	  181.82    451.47  
328	  182.74    452.39  
329	  181.56    452.51  
330	  181.10    452.04  
331	  181.19    450.76  
332	  180.19    452.23  
333	  182.52    450.00  
334	  182.72    449.86  
335	  183.75    449.28  
336	  181.90    448.72  
337	  182.86    450.72  
338	  184.12    451.41  
339	  183.18    452.45  
340	  185.87    454.20  
341	  186.37    452.35  
342	  185.60    451.09  
343	  183.97    452.10  
344	  182.82    450.53  
345	  183.96    451.34  
346	  185.85    451.19  
347	  187.97    452.26  
348	  187.56    452.80  
349	  187.04    453.47  
350	  184.66    453.93  
351	  182.49    451.61  
352	  183.13    450.59  
353	  182.94    450.27  
354	  185.86    452.49  
355	  187.20    452.57  
356	  186.68    451.36  
357	  186.05    450.40  
358	  186.89    452.58  
359	  186.35    454.87  
360	  185.31    453.52  
361	  185.02    452.00  
362	  186.48    453.27  
363	  185.92    451.41  
364	  186.95    451.33  
365	  185.20    451.26  
366	  187.06    450.58  
367	  185.88    451.33  
368	  184.69    452.89  
369	  187.15    453.52  
370	  187.15    452.70  
371	  186.82    451.64  
372	  183.60    452.69  
373	  185.08    452.69  
374	  186.15    452.42  
375	  184.16    452.17  
376	  185.80    451.99  
377	  186.22    451.49  
378	  184.19    452.00  
379	  184.27    451.51  
380	  184.09    451.25  
381	  185.76    452.53  
382	  185.10    453.43  
383	  184.99    451.75  
384	  185.61    451.77  
385	  184.30    453.62  
386	  183.48    452.23  
387	  183.67    452.56  
388	  184.41    450.62  
389	  186.06    451.06  
390	  186.42    451.01  
391	  185.09    451.38  
392	  184.36    451.64  
393	  183.23    452.74  
394	  182.53    453.65  
395	  181.19    452.89  
396	  182.34    451.50  
397	  181.84    451.18  
398	  181.65    452.28  
399	  181.60    451.18  
400	  182.47    451.13  
401	  182.46    452.58  
402	  183.12    453.23  
403	  183.15    451.74  
404	  186.64    452.71  
405	  184.98    451.56  
406	  184.64    451.98  
407	  184.47    453.49  
408	  186.78    452.96  
409	  185.00    452.20  
410	  185.30    453.69  
411	  184.72    453.12  
412	  182.00    452.75  
413	  181.88    454.07  
414	  183.20    453.16  
415	  184.99    454.20  
416	  182.90    454.21  
417	  183.80    452.92  
418	  183.18    452.67  
419	  182.49    453.05  
420	  182.15    453.61  
421	  179.74    452.16  
422	  182.17    453.10  
423	  180.16    453.18  
424	  180.82    453.76  
425	  180.95    452.49  
426	  182.82    452.07  
427	  182.86    453.50  
428	  181.73    451.92  
429	  180.57    452.90  
430	  182.51    452.00  
431	  181.54    452.86  
432	  182.12    452.89  
433	  185.37    451.30  
434	  186.51    452.37  
435	  186.18    451.14  
436	  184.35    451.85  
