45.35	1.15	9.84E-2
40.68	1.19	9.76E-2
35.60	1.21	9.56E-2
29.50	1.26	9.54E-2
30.65	1.33	9.92E-2
27.30	1.17	9.00E-2
25.10	1.21	9.17E-2
22.00	1.21	9.12E-2
18.35	1.45	1.05E-1
11.60	1.11	9.54E-2
