# f [kHz] # U_hand[V] # U_Lab[V] # U_Osz[V]
700	0.0065	4.9868	5.07
750	0.006	4.957	5.06
800	0.005	4.921	5.065
810	0.005	4.9106	5.06
820	0.005	4.9012	5.055
830	0.0085	4.8911	5.06
850	0.005	4.8723	5.06
