60	27470	10.41	10
40	24290	9.47	40
30	23290	8.33	10
20	22640	4.93	15
18	22520	3.58	15
17	22480	2.68	15
16	22370	1.63	20
15.5	22410	1.05	20
15.5	22380	0.40	15
14.8	22380	0.00	0
