2	1230	46.00	
4	1090	48.77	
6	1060	54.00	25
8	1060	64.37	20
10	1060	84.46	20
11	1060	103.21	20
12	1060	135.65	30
13	1060	211.76	25
13.5	1060	296.61	40
14	1060	461	
14.45	1060	1222	20
