1.00585	0.20000
0.84952	0.30000
0.71957	0.50000
0.62436	0.90000
0.57739	1.55000
0.54458	2.70000
0.52721	3.80000
0.52014	4.30000
0.51821	4.30000
0.50920	4.50000
0.50277	4.30000
0.45709	2.10000
0.47832	2.90000
0.43136	1.50000
0.40369	1.20000

