
# Surface 0 of 1 surfaces
#
#
# gnuplot> splot diff1(x,y)
# gnuplot> unset surface
# gnuplot> set contour base
# gnuplot> set cntrparam levels 0
# gnuplot> set table 'extrema.dat'
# gnuplot> repl
# gnuplot> unset table
#
# see pot.plt for diff1(x,y)


# Curve title: "diff1(x,y)"
# Contour 0, label:        0
 0.73033  6.8157  0 
 0.727327  6.85135  0 
 0.724324  6.88621  0 
 0.721321  6.92029  0 
 0.718318  6.95359  0 
 0.715315  6.98611  0 
 0.712312  7.01786  0 
 0.709309  7.04884  0 
 0.706306  7.07905  0 
 0.703303  7.10849  0 
 0.7003  7.13717  0 
 0.697297  7.1651  0 
 0.694294  7.19227  0 
 0.691291  7.21869  0 
 0.688288  7.24436  0 
 0.685285  7.26929  0 
 0.682282  7.29347  0 
 0.679279  7.31692  0 
 0.676276  7.33963  0 
 0.673273  7.36161  0 
 0.67027  7.38286  0 
 0.667267  7.40339  0 
 0.664264  7.42319  0 
 0.661261  7.44228  0 
 0.658258  7.46065  0 
 0.655255  7.4783  0 
 0.652252  7.49525  0 
 0.649249  7.51149  0 
 0.646246  7.52703  0 
 0.643243  7.54187  0 
 0.64024  7.55602  0 
 0.637237  7.56947  0 
 0.634234  7.58223  0 
 0.631231  7.59431  0 
 0.62973  7.6  0 

 0.999998  0  0 
 0.997598  0.0957501  0 
 0.994595  0.214466  0 
 0.991592  0.332106  0 
 0.988589  0.448673  0 
 0.985586  0.56417  0 
 0.982583  0.6786  0 
 0.97958  0.791968  0 
 0.978176  0.844444  0 
 0.976577  0.904275  0 
 0.973574  1.01552  0 
 0.970571  1.12572  0 
 0.967568  1.23487  0 
 0.964565  1.34297  0 
 0.961562  1.45002  0 
 0.958559  1.55604  0 
 0.955556  1.66102  0 
 0.95475  1.68889  0 
 0.952553  1.76496  0 
 0.94955  1.86787  0 
 0.946547  1.96976  0 
 0.943544  2.07062  0 
 0.940541  2.17046  0 
 0.937538  2.26928  0 
 0.934535  2.36709  0 
 0.931532  2.46388  0 
 0.929354  2.53333  0 
 0.928529  2.55967  0 
 0.925526  2.65445  0 
 0.922523  2.74824  0 
 0.91952  2.84102  0 
 0.916517  2.93281  0 
 0.913514  3.0236  0 
 0.910511  3.11341  0 
 0.907508  3.20223  0 
 0.904505  3.29007  0 
 0.901502  3.37694  0 
 0.901472  3.37778  0 
 0.898498  3.46282  0 
 0.895495  3.54773  0 
 0.892492  3.63168  0 
 0.889489  3.71466  0 
 0.886486  3.79667  0 
 0.883483  3.87773  0 
 0.88048  3.95783  0 
 0.877477  4.03698  0 
 0.874474  4.11518  0 
 0.871471  4.19243  0 
 0.870299  4.22222  0 
 0.868468  4.26874  0 
 0.865465  4.34411  0 
 0.862462  4.41854  0 
 0.859459  4.49204  0 
 0.856456  4.56461  0 
 0.853453  4.63625  0 
 0.85045  4.70697  0 
 0.847447  4.77677  0 
 0.844444  4.84565  0 
 0.841441  4.91362  0 
 0.838438  4.98068  0 
 0.835435  5.04683  0 
 0.834522  5.06667  0 
 0.832432  5.11207  0 
 0.829429  5.17642  0 
 0.826426  5.23986  0 
 0.823423  5.30242  0 
 0.82042  5.36408  0 
 0.817417  5.42485  0 
 0.814414  5.48474  0 
 0.811411  5.54375  0 
 0.808408  5.60188  0 
 0.805405  5.65913  0 
 0.802402  5.71552  0 
 0.799399  5.77103  0 
 0.796396  5.82568  0 
 0.793393  5.87947  0 
 0.791598  5.91111  0 
 0.79039  5.9324  0 
 0.787387  5.98448  0 
 0.784384  6.0357  0 
 0.781381  6.08607  0 
 0.778378  6.1356  0 
 0.775375  6.18429  0 
 0.772372  6.23213  0 
 0.769369  6.27914  0 
 0.766366  6.32532  0 
 0.763363  6.37067  0 
 0.76036  6.41519  0 
 0.757357  6.45889  0 
 0.754354  6.50177  0 
 0.751351  6.54384  0 
 0.748348  6.58509  0 
 0.745345  6.62553  0 
 0.742342  6.66516  0 
 0.739339  6.70399  0 
 0.736336  6.74203  0 
 0.735245  6.75556  0 
 0.733333  6.77926  0 
 0.73033  6.8157  0 

 0.276877  5.11303  0 
 0.27988  5.15912  0 
 0.282883  5.20492  0 
 0.285886  5.2504  0 
 0.288889  5.29558  0 
 0.291892  5.34045  0 
 0.294895  5.385  0 
 0.297898  5.42923  0 
 0.300901  5.47314  0 
 0.303904  5.51672  0 
 0.306907  5.55998  0 
 0.30991  5.6029  0 
 0.312913  5.64548  0 
 0.315916  5.68773  0 
 0.318919  5.72964  0 
 0.321922  5.7712  0 
 0.324925  5.81241  0 
 0.327928  5.85327  0 
 0.330931  5.89378  0 
 0.332227  5.91111  0 
 0.333934  5.93393  0 
 0.336937  5.97371  0 
 0.33994  6.01314  0 
 0.342943  6.05219  0 
 0.345946  6.09087  0 
 0.348949  6.12918  0 
 0.351952  6.16711  0 
 0.354955  6.20466  0 
 0.357958  6.24183  0 
 0.360961  6.27861  0 
 0.363964  6.31499  0 
 0.366967  6.35099  0 
 0.36997  6.38659  0 
 0.372973  6.42178  0 
 0.375976  6.45658  0 
 0.378979  6.49096  0 
 0.381982  6.52494  0 
 0.384985  6.5585  0 
 0.387988  6.59165  0 
 0.390991  6.62437  0 
 0.393994  6.65668  0 
 0.396997  6.68855  0 
 0.4  6.72  0 
 0.403003  6.75101  0 
 0.403449  6.75556  0 
 0.406006  6.78159  0 
 0.409009  6.81173  0 
 0.412012  6.84143  0 
 0.415015  6.87068  0 
 0.418018  6.89948  0 
 0.421021  6.92783  0 
 0.424024  6.95572  0 
 0.427027  6.98316  0 
 0.43003  7.01013  0 
 0.433033  7.03663  0 
 0.436036  7.06267  0 
 0.439039  7.08824  0 
 0.442042  7.11333  0 
 0.445045  7.13794  0 
 0.448048  7.16207  0 
 0.451051  7.18572  0 
 0.454054  7.20888  0 
 0.457057  7.23155  0 
 0.46006  7.25372  0 
 0.463063  7.27539  0 
 0.466066  7.29657  0 
 0.469069  7.31724  0 
 0.472072  7.3374  0 
 0.475075  7.35705  0 
 0.478078  7.37618  0 
 0.481081  7.3948  0 
 0.484084  7.4129  0 
 0.487087  7.43048  0 
 0.49009  7.44752  0 
 0.493093  7.46404  0 
 0.496096  7.48002  0 
 0.499099  7.49547  0 
 0.502102  7.51038  0 
 0.505105  7.52474  0 
 0.508108  7.53856  0 
 0.511111  7.55182  0 
 0.514114  7.56454  0 
 0.517117  7.5767  0 
 0.52012  7.58829  0 
 0.523123  7.59933  0 
 0.523316  7.6  0 

-2.5998e-09  0  0 
 0.000600601  0.012012  0 
 0.0036036  0.0720711  0 
 0.00660661  0.132126  0 
 0.00960961  0.192174  0 
 0.0126126  0.252212  0 
 0.0156156  0.312236  0 
 0.0186186  0.372243  0 
 0.0216216  0.43223  0 
 0.0246246  0.492194  0 
 0.0276276  0.552131  0 
 0.0306306  0.612038  0 
 0.0336336  0.671912  0 
 0.0366366  0.731749  0 
 0.0396396  0.791547  0 
 0.042298  0.844444  0 
 0.0426426  0.851302  0 
 0.0456456  0.911011  0 
 0.0486486  0.97067  0 
 0.0516517  1.03028  0 
 0.0546547  1.08983  0 
 0.0576577  1.14932  0 
 0.0606607  1.20875  0 
 0.0636637  1.26811  0 
 0.0666667  1.32741  0 
 0.0696697  1.38663  0 
 0.0726727  1.44578  0 
 0.0756757  1.50485  0 
 0.0786787  1.56383  0 
 0.0816817  1.62273  0 
 0.0846847  1.68155  0 
 0.0850601  1.68889  0 
 0.0876877  1.74027  0 
 0.0906907  1.7989  0 
 0.0936937  1.85742  0 
 0.0966967  1.91585  0 
 0.0996997  1.97417  0 
 0.102703  2.03239  0 
 0.105706  2.09049  0 
 0.108709  2.14848  0 
 0.111712  2.20635  0 
 0.114715  2.2641  0 
 0.117718  2.32173  0 
 0.120721  2.37923  0 
 0.123724  2.4366  0 
 0.126727  2.49383  0 
 0.128804  2.53333  0 
 0.12973  2.55093  0 
 0.132733  2.60789  0 
 0.135736  2.6647  0 
 0.138739  2.72136  0 
 0.141742  2.77788  0 
 0.144745  2.83424  0 
 0.147748  2.89045  0 
 0.150751  2.9465  0 
 0.153754  3.00238  0 
 0.156757  3.0581  0 
 0.15976  3.11364  0 
 0.162763  3.16902  0 
 0.165766  3.22422  0 
 0.168769  3.27923  0 
 0.171772  3.33407  0 
 0.174173  3.37778  0 
 0.174775  3.38872  0 
 0.177778  3.44318  0 
 0.180781  3.49745  0 
 0.183784  3.55152  0 
 0.186787  3.6054  0 
 0.18979  3.65907  0 
 0.192793  3.71254  0 
 0.195796  3.7658  0 
 0.198799  3.81884  0 
 0.201802  3.87167  0 
 0.204805  3.92429  0 
 0.207808  3.97668  0 
 0.210811  4.02884  0 
 0.213814  4.08078  0 
 0.216817  4.13249  0 
 0.21982  4.18396  0 
 0.222063  4.22222  0 
 0.222823  4.23519  0 
 0.225826  4.28619  0 
 0.228829  4.33693  0 
 0.231832  4.38744  0 
 0.234835  4.43769  0 
 0.237838  4.48768  0 
 0.240841  4.53742  0 
 0.243844  4.5869  0 
 0.246847  4.63611  0 
 0.24985  4.68506  0 
 0.252853  4.73374  0 
 0.255856  4.78214  0 
 0.258859  4.83027  0 
 0.261862  4.87811  0 
 0.264865  4.92567  0 
 0.267868  4.97295  0 
 0.270871  5.01994  0 
 0.273874  5.06663  0 
 0.276877  5.11303  0 

-0.999998  0  0 
-1.0024  0.0964427  0 
-1.00541  0.217972  0 
-1.00841  0.34059  0 
-1.01141  0.464299  0 
-1.01441  0.589103  0 
